split,filename,full_path,label
train,DSC_5087_2_1_1.tif,DSC_5087_2_1_1.tif,5
train,DSC_1593_2_3_4.tif,DSC_1593_2_3_4.tif,0
train,_DSC8104_2_2_4.tif,_DSC8104_2_2_4.tif,5
train,DSC_3612_3_3_1.tif,DSC_3612_3_3_1.tif,2
train,_DSC1159_2_3_1.tif,_DSC1159_2_3_1.tif,1
train,_DSC0170_2_3_2.tif,_DSC0170_2_3_2.tif,5
train,_DSC1332_3_1_4.tif,_DSC1332_3_1_4.tif,1
train,_DSC0765_2_1_2.tif,_DSC0765_2_1_2.tif,1
train,DSC_1556_1_1_2.tif,DSC_1556_1_1_2.tif,0
train,_DSC9858_2_2_7.tif,_DSC9858_2_2_7.tif,1
train,_DSC9258_1_1_4.tif,_DSC9258_1_1_4.tif,5
train,_DSC3537_3_1_1.tif,_DSC3537_3_1_1.tif,3
train,DSC_7586_1_2_1.tif,DSC_7586_1_2_1.tif,4
train,DSC_5086_2_1_6.tif,DSC_5086_2_1_6.tif,6
train,_DSC1646_4_2_7.tif,_DSC1646_4_2_7.tif,2
train,DSC_7492_3_3_4.tif,DSC_7492_3_3_4.tif,5
train,_DSC9856_1_2_5.tif,_DSC9856_1_2_5.tif,2
train,DSC_1592_2_5_2.tif,DSC_1592_2_5_2.tif,3
train,DSC_0109_1_3_6.tif,DSC_0109_1_3_6.tif,3
train,DSC_1180_3_1_2.tif,DSC_1180_3_1_2.tif,6
train,DSC_9228_s1_3_1_2.tif,DSC_9228_s1_3_1_2.tif,6
train,_DSC3044_1_1_1.tif,_DSC3044_1_1_1.tif,1
train,DSC_0806_3_3_6.tif,DSC_0806_3_3_6.tif,3
train,_DSC0765_2_3_6.tif,_DSC0765_2_3_6.tif,1
train,_DSC0170_1_4_3.tif,_DSC0170_1_4_3.tif,5
train,_DSC0170_1_1_6.tif,_DSC0170_1_1_6.tif,4
train,DSC_1349_2_2_1.tif,DSC_1349_2_2_1.tif,6
train,DSC_7490_2_3_6.tif,DSC_7490_2_3_6.tif,0
train,DSC_3613_3_1_2.tif,DSC_3613_3_1_2.tif,4
train,_DSC0769_1_2_5.tif,_DSC0769_1_2_5.tif,1
train,_DSC0768_3_1_4.tif,_DSC0768_3_1_4.tif,2
train,_DSC1647_3_1_1.tif,_DSC1647_3_1_1.tif,6
train,_DSC1805_2_2_1.tif,_DSC1805_2_2_1.tif,5
train,DSC_1174_2_2_2.tif,DSC_1174_2_2_2.tif,6
train,_DSC9856_1_2_3.tif,_DSC9856_1_2_3.tif,2
train,_DSC9259_1_1_2.tif,_DSC9259_1_1_2.tif,2
train,_DSC2691_2_2_4.tif,_DSC2691_2_2_4.tif,1
train,_DSC1805_1_4_3.tif,_DSC1805_1_4_3.tif,5
train,DSC_9242_1_3_6.tif,DSC_9242_1_3_6.tif,1
train,_DSC1805_2_2_3.tif,_DSC1805_2_2_3.tif,1
train,DSC_7710_3_1_2.tif,DSC_7710_3_1_2.tif,6
train,DSC_7492_2_3_6.tif,DSC_7492_2_3_6.tif,6
train,DSC_0112_3_1_5.tif,DSC_0112_3_1_5.tif,3
train,DSC_0113_2_2_6.tif,DSC_0113_2_2_6.tif,1
train,DSC_4543_3_1_1.tif,DSC_4543_3_1_1.tif,3
train,DSC_3611_3_1_4.tif,DSC_3611_3_1_4.tif,3
train,_DSC1646_2_3_8.tif,_DSC1646_2_3_8.tif,5
train,DSC_4391_2_2_3.tif,DSC_4391_2_2_3.tif,5
train,_DSC1805_2_2_8.tif,_DSC1805_2_2_8.tif,4
train,DSC_1558_2_3_2.tif,DSC_1558_2_3_2.tif,0
train,DSC_3618_3_1_3.tif,DSC_3618_3_1_3.tif,3
train,_DSC1648_1_1_3.tif,_DSC1648_1_1_3.tif,3
train,DSC_3612_2_3_5.tif,DSC_3612_2_3_5.tif,2
train,DSC_0212_3_3_2.tif,DSC_0212_3_3_2.tif,1
train,_DSC1158_2_3_5.tif,_DSC1158_2_3_5.tif,5
train,_DSC1647_1_2_3.tif,_DSC1647_1_2_3.tif,2
train,DSC_0209_2_2_2.tif,DSC_0209_2_2_2.tif,1
train,_DSC1014_1_3_2.tif,_DSC1014_1_3_2.tif,6
train,DSC_0208_3_3_6.tif,DSC_0208_3_3_6.tif,3
train,DSC_8266_3_1_6.tif,DSC_8266_3_1_6.tif,6
train,DSC_8265_3_1_6.tif,DSC_8265_3_1_6.tif,4
train,_DSC3044_3_3_1.tif,_DSC3044_3_3_1.tif,3
train,_DSC3044_2_2_4.tif,_DSC3044_2_2_4.tif,1
train,DSC_9237_1_1_6.tif,DSC_9237_1_1_6.tif,6
train,_DSC1647_4_3_1.tif,_DSC1647_4_3_1.tif,0
train,DSC_6617_3_3_2.tif,DSC_6617_3_3_2.tif,6
train,DSC_1173_3_3_3.tif,DSC_1173_3_3_3.tif,3
train,DSC_3615_3_3_1.tif,DSC_3615_3_3_1.tif,2
train,_DSC9259_2_1_2.tif,_DSC9259_2_1_2.tif,0
train,DSC_0217_2_2_2.tif,DSC_0217_2_2_2.tif,2
train,DSC_1349_3_3_2.tif,DSC_1349_3_3_2.tif,6
train,_DSC8787_2_2_6.tif,_DSC8787_2_2_6.tif,4
train,DSC_0807_2_2_6.tif,DSC_0807_2_2_6.tif,0
train,_DSC1648_2_3_1.tif,_DSC1648_2_3_1.tif,4
train,DSC_0803_3_1_3.tif,DSC_0803_3_1_3.tif,4
train,_DSC1160_2_1_5.tif,_DSC1160_2_1_5.tif,2
train,_DSC1805_4_4_3.tif,_DSC1805_4_4_3.tif,5
train,DSC_5088_2_3_3.tif,DSC_5088_2_3_3.tif,4
train,_DSC3042_1_1_5.tif,_DSC3042_1_1_5.tif,5
train,_DSC0170_1_4_5.tif,_DSC0170_1_4_5.tif,5
train,DSC_4390_3_1_1.tif,DSC_4390_3_1_1.tif,6
train,DSC_9231_3_1_1.tif,DSC_9231_3_1_1.tif,5
train,DSC_4392_3_3_5.tif,DSC_4392_3_3_5.tif,5
train,_DSC1158_1_2_6.tif,_DSC1158_1_2_6.tif,3
train,_DSC1804_2_4_1.tif,_DSC1804_2_4_1.tif,6
train,DSC_0111_2_2_2.tif,DSC_0111_2_2_2.tif,2
train,DSC_4387_3_1_1.tif,DSC_4387_3_1_1.tif,0
train,DSC_5086_2_1_3.tif,DSC_5086_2_1_3.tif,0
train,DSC_0111_2_2_3.tif,DSC_0111_2_2_3.tif,3
train,DSC_2451_3_3_4.tif,DSC_2451_3_3_4.tif,6
train,DSC_8264_3_3_1.tif,DSC_8264_3_3_1.tif,0
train,_DSC1647_4_3_6.tif,_DSC1647_4_3_6.tif,3
train,DSC_6339_3_3_4.tif,DSC_6339_3_3_4.tif,0
train,_DSC0023_2_1_6.tif,_DSC0023_2_1_6.tif,0
train,_DSC0768_2_1_6.tif,_DSC0768_2_1_6.tif,2
train,DSC_1347_3_3_6.tif,DSC_1347_3_3_6.tif,3
train,DSC_8267_2_2_1.tif,DSC_8267_2_2_1.tif,5
train,DSC_4388_2_2_6.tif,DSC_4388_2_2_6.tif,2
train,DSC_1592_1_2_6.tif,DSC_1592_1_2_6.tif,3
train,DSC_6338_2_2_5.tif,DSC_6338_2_2_5.tif,1
train,DSC_4542_2_2_2.tif,DSC_4542_2_2_2.tif,3
train,_DSC8787_2_2_1.tif,_DSC8787_2_2_1.tif,5
train,DSC_1592_1_5_5.tif,DSC_1592_1_5_5.tif,3
train,DSC_1174_3_3_3.tif,DSC_1174_3_3_3.tif,1
train,DSC_1178_3_1_4.tif,DSC_1178_3_1_4.tif,4
train,DSC_1349_3_1_4.tif,DSC_1349_3_1_4.tif,5
train,DSC_1348_1_3_5.tif,DSC_1348_1_3_5.tif,0
train,DSC_4393_1_3_6.tif,DSC_4393_1_3_6.tif,5
train,DSC_7708_3_3_2.tif,DSC_7708_3_3_2.tif,0
train,DSC_1351_1_3_5.tif,DSC_1351_1_3_5.tif,6
train,_DSC1647_3_1_3.tif,_DSC1647_3_1_3.tif,5
train,_DSC9261_3_2_5.tif,_DSC9261_3_2_5.tif,5
train,_DSC0766_3_3_6.tif,_DSC0766_3_3_6.tif,4
train,_DSC8787_2_1_1.tif,_DSC8787_2_1_1.tif,5
train,DSC_9227_s2_2_2_2.tif,DSC_9227_s2_2_2_2.tif,3
train,_DSC1646_2_1_3.tif,_DSC1646_2_1_3.tif,1
train,DSC_0217_1_3_6.tif,DSC_0217_1_3_6.tif,1
train,_DSC8788_2_2_4.tif,_DSC8788_2_2_4.tif,2
train,DSC_4394_3_1_5.tif,DSC_4394_3_1_5.tif,5
train,_DSC1648_1_3_7.tif,_DSC1648_1_3_7.tif,4
train,_DSC3537_2_1_1.tif,_DSC3537_2_1_1.tif,2
train,DSC_1344_1_1_1.tif,DSC_1344_1_1_1.tif,6
train,_DSC1805_2_3_8.tif,_DSC1805_2_3_8.tif,0
train,DSC_1178_2_2_2.tif,DSC_1178_2_2_2.tif,4
train,_DSC8786_1_2_6.tif,_DSC8786_1_2_6.tif,0
train,_DSC9261_1_3_5.tif,_DSC9261_1_3_5.tif,5
train,DSC_3612_2_1_1.tif,DSC_3612_2_1_1.tif,1
train,_DSC0139_2_2_1.tif,_DSC0139_2_2_1.tif,1
train,DSC_4393_3_3_2.tif,DSC_4393_3_3_2.tif,5
train,_DSC1648_1_1_2.tif,_DSC1648_1_1_2.tif,5
train,DSC_2871_1_2_4.tif,DSC_2871_1_2_4.tif,5
train,DSC_1592_1_5_2.tif,DSC_1592_1_5_2.tif,0
train,_DSC1333_2_3_1.tif,_DSC1333_2_3_1.tif,4
train,_DSC7360_1_1_6.tif,_DSC7360_1_1_6.tif,5
train,_DSC0170_1_4_1.tif,_DSC0170_1_4_1.tif,6
train,_DSC9857_1_4_4.tif,_DSC9857_1_4_4.tif,0
train,DSC_6618_1_3_3.tif,DSC_6618_1_3_3.tif,1
train,DSC_7494_3_3_6.tif,DSC_7494_3_3_6.tif,3
train,DSC_2454_1_1_4.tif,DSC_2454_1_1_4.tif,0
train,DSC_1345_3_1_3.tif,DSC_1345_3_1_3.tif,6
train,DSC_1592_2_4_3.tif,DSC_1592_2_4_3.tif,0
train,DSC_9228_s1_2_2_6.tif,DSC_9228_s1_2_2_6.tif,1
train,_DSC0023_2_4_5.tif,_DSC0023_2_4_5.tif,2
train,DSC_1350_3_3_4.tif,DSC_1350_3_3_4.tif,6
train,_DSC1648_2_2_2.tif,_DSC1648_2_2_2.tif,3
train,_DSC8788_2_4_6.tif,_DSC8788_2_4_6.tif,1
train,_DSC3044_3_3_5.tif,_DSC3044_3_3_5.tif,2
train,_DSC2690_1_1_2.tif,_DSC2690_1_1_2.tif,1
train,DSC_7712_2_1_1.tif,DSC_7712_2_1_1.tif,3
train,DSC_1556_2_5_6.tif,DSC_1556_2_5_6.tif,0
train,DSC_1344_1_3_1.tif,DSC_1344_1_3_1.tif,5
train,_DSC1804_4_3_5.tif,_DSC1804_4_3_5.tif,4
train,_DSC7359_1_2_5.tif,_DSC7359_1_2_5.tif,4
train,_DSC0764_2_1_2.tif,_DSC0764_2_1_2.tif,2
train,DSC_9232_1_1_5.tif,DSC_9232_1_1_5.tif,6
train,DSC_9239_2_2_4.tif,DSC_9239_2_2_4.tif,1
train,DSC_7494_2_3_2.tif,DSC_7494_2_3_2.tif,3
train,DSC_4541_3_1_1.tif,DSC_4541_3_1_1.tif,3
train,DSC_0217_3_1_6.tif,DSC_0217_3_1_6.tif,0
train,_DSC8788_2_1_8.tif,_DSC8788_2_1_8.tif,2
train,_DSC0766_2_3_1.tif,_DSC0766_2_3_1.tif,4
train,DSC_2452_2_2_2.tif,DSC_2452_2_2_2.tif,6
train,DSC_7492_1_2_5.tif,DSC_7492_1_2_5.tif,6
train,_DSC1646_2_2_5.tif,_DSC1646_2_2_5.tif,3
train,DSC_0104_1_1_5.tif,DSC_0104_1_1_5.tif,2
train,DSC_0214_3_3_5.tif,DSC_0214_3_3_5.tif,4
train,DSC_0112_1_3_3.tif,DSC_0112_1_3_3.tif,3
train,_DSC1804_3_2_4.tif,_DSC1804_3_2_4.tif,6
train,DSC_7586_2_1_6.tif,DSC_7586_2_1_6.tif,5
train,DSC_8268_1_1_1.tif,DSC_8268_1_1_1.tif,5
train,_DSC0023_1_1_2.tif,_DSC0023_1_1_2.tif,0
train,DSC_7494_3_3_4.tif,DSC_7494_3_3_4.tif,1
train,DSC_2870_1_3_5.tif,DSC_2870_1_3_5.tif,1
train,DSC_1179_1_3_4.tif,DSC_1179_1_3_4.tif,3
train,_DSC3535_3_1_4.tif,_DSC3535_3_1_4.tif,4
train,DSC_0113_2_2_5.tif,DSC_0113_2_2_5.tif,1
train,DSC_7587_2_3_6.tif,DSC_7587_2_3_6.tif,1
train,DSC_7494_3_1_6.tif,DSC_7494_3_1_6.tif,2
train,DSC_0218_2_2_2.tif,DSC_0218_2_2_2.tif,3
train,_DSC8104_1_1_6.tif,_DSC8104_1_1_6.tif,5
train,DSC_4545_1_3_4.tif,DSC_4545_1_3_4.tif,2
train,DSC_7492_2_1_2.tif,DSC_7492_2_1_2.tif,6
train,DSC_1179_3_3_2.tif,DSC_1179_3_3_2.tif,4
train,DSC_7492_2_1_4.tif,DSC_7492_2_1_4.tif,5
train,DSC_1179_1_3_1.tif,DSC_1179_1_3_1.tif,5
train,_DSC8788_1_2_7.tif,_DSC8788_1_2_7.tif,0
train,DSC_7586_3_3_2.tif,DSC_7586_3_3_2.tif,3
train,_DSC0175_3_3_8.tif,_DSC0175_3_3_8.tif,4
train,DSC_7586_2_1_1.tif,DSC_7586_2_1_1.tif,4
train,DSC_8268_2_2_2.tif,DSC_8268_2_2_2.tif,5
train,DSC_9239_2_2_6.tif,DSC_9239_2_2_6.tif,4
train,DSC_0214_3_1_3.tif,DSC_0214_3_1_3.tif,1
train,_DSC1648_1_2_1.tif,_DSC1648_1_2_1.tif,2
train,DSC_6339_2_2_3.tif,DSC_6339_2_2_3.tif,4
train,DSC_5086_1_2_2.tif,DSC_5086_1_2_2.tif,1
train,_DSC1648_4_4_5.tif,_DSC1648_4_4_5.tif,3
train,DSC_1558_1_1_1.tif,DSC_1558_1_1_1.tif,3
train,_DSC0771_2_1_2.tif,_DSC0771_2_1_2.tif,1
train,DSC_3614_3_1_5.tif,DSC_3614_3_1_5.tif,5
train,DSC_8268_1_1_6.tif,DSC_8268_1_1_6.tif,5
train,_DSC1015_3_3_4.tif,_DSC1015_3_3_4.tif,5
train,DSC_7712_2_3_3.tif,DSC_7712_2_3_3.tif,1
train,_DSC9859_2_2_1.tif,_DSC9859_2_2_1.tif,6
train,_DSC0175_3_3_2.tif,_DSC0175_3_3_2.tif,1
train,_DSC0175_2_4_1.tif,_DSC0175_2_4_1.tif,2
train,DSC_7708_3_1_6.tif,DSC_7708_3_1_6.tif,2
train,_DSC8787_1_3_6.tif,_DSC8787_1_3_6.tif,2
train,DSC_2452_3_1_1.tif,DSC_2452_3_1_1.tif,0
train,DSC_1179_2_2_6.tif,DSC_1179_2_2_6.tif,4
train,_DSC2692_1_3_4.tif,_DSC2692_1_3_4.tif,0
train,DSC_2827_1_3_2.tif,DSC_2827_1_3_2.tif,6
train,DSC_2454_3_3_4.tif,DSC_2454_3_3_4.tif,5
train,DSC_9235_3_3_2.tif,DSC_9235_3_3_2.tif,3
train,DSC_1179_3_1_1.tif,DSC_1179_3_1_1.tif,6
train,DSC_2828_1_3_1.tif,DSC_2828_1_3_1.tif,4
train,DSC_1349_1_3_6.tif,DSC_1349_1_3_6.tif,6
train,DSC_0217_1_3_5.tif,DSC_0217_1_3_5.tif,1
train,_DSC3537_3_1_2.tif,_DSC3537_3_1_2.tif,0
train,_DSC0765_3_1_5.tif,_DSC0765_3_1_5.tif,1
train,_DSC8786_1_3_6.tif,_DSC8786_1_3_6.tif,0
train,DSC_7712_3_1_1.tif,DSC_7712_3_1_1.tif,0
train,DSC_4393_1_3_1.tif,DSC_4393_1_3_1.tif,5
train,_DSC8787_1_1_8.tif,_DSC8787_1_1_8.tif,4
train,DSC_0808_1_1_4.tif,DSC_0808_1_1_4.tif,2
train,DSC_7491_2_3_5.tif,DSC_7491_2_3_5.tif,4
train,_DSC1804_3_1_1.tif,_DSC1804_3_1_1.tif,4
train,DSC_0104_1_1_2.tif,DSC_0104_1_1_2.tif,1
train,DSC_3614_2_1_5.tif,DSC_3614_2_1_5.tif,4
train,_DSC3536_3_3_6.tif,_DSC3536_3_3_6.tif,4
train,DSC_0215_2_2_5.tif,DSC_0215_2_2_5.tif,2
train,DSC_4545_3_1_3.tif,DSC_4545_3_1_3.tif,4
train,_DSC7360_2_4_2.tif,_DSC7360_2_4_2.tif,3
train,DSC_7710_3_1_4.tif,DSC_7710_3_1_4.tif,5
train,DSC_1558_2_2_6.tif,DSC_1558_2_2_6.tif,5
train,_DSC1647_1_3_8.tif,_DSC1647_1_3_8.tif,4
train,DSC_4541_1_1_3.tif,DSC_4541_1_1_3.tif,2
train,_DSC7359_2_5_4.tif,_DSC7359_2_5_4.tif,2
train,_DSC1334_3_3_5.tif,_DSC1334_3_3_5.tif,6
train,_DSC1646_4_3_4.tif,_DSC1646_4_3_4.tif,2
train,DSC_8264_3_1_6.tif,DSC_8264_3_1_6.tif,2
train,_DSC1647_4_1_1.tif,_DSC1647_4_1_1.tif,4
train,_DSC0766_2_1_6.tif,_DSC0766_2_1_6.tif,4
train,DSC_0106_3_1_5.tif,DSC_0106_3_1_5.tif,0
train,DSC_3613_2_1_6.tif,DSC_3613_2_1_6.tif,3
train,_DSC3535_3_3_3.tif,_DSC3535_3_3_3.tif,4
train,_DSC1647_4_1_7.tif,_DSC1647_4_1_7.tif,6
train,DSC_1592_2_5_4.tif,DSC_1592_2_5_4.tif,1
train,_DSC1648_4_1_7.tif,_DSC1648_4_1_7.tif,1
train,DSC_4393_2_2_1.tif,DSC_4393_2_2_1.tif,5
train,DSC_4540_1_3_4.tif,DSC_4540_1_3_4.tif,1
train,_DSC9856_2_4_4.tif,_DSC9856_2_4_4.tif,1
train,DSC_1345_3_3_5.tif,DSC_1345_3_3_5.tif,0
train,_DSC7622_1_1_5.tif,_DSC7622_1_1_5.tif,5
train,DSC_6339_3_3_2.tif,DSC_6339_3_3_2.tif,0
train,_DSC1804_3_3_5.tif,_DSC1804_3_3_5.tif,6
train,DSC_8267_3_3_2.tif,DSC_8267_3_3_2.tif,1
train,_DSC9260_2_1_5.tif,_DSC9260_2_1_5.tif,2
train,_DSC9856_1_3_4.tif,_DSC9856_1_3_4.tif,1
train,DSC_8534_3_1_2.tif,DSC_8534_3_1_2.tif,1
train,_DSC8787_1_3_1.tif,_DSC8787_1_3_1.tif,4
train,_DSC1648_4_2_1.tif,_DSC1648_4_2_1.tif,3
train,_DSC1804_2_1_6.tif,_DSC1804_2_1_6.tif,5
train,_DSC0170_2_4_5.tif,_DSC0170_2_4_5.tif,5
train,DSC_1592_1_5_6.tif,DSC_1592_1_5_6.tif,5
train,_DSC1646_2_1_2.tif,_DSC1646_2_1_2.tif,0
train,_DSC1646_3_2_7.tif,_DSC1646_3_2_7.tif,5
train,_DSC1333_1_2_2.tif,_DSC1333_1_2_2.tif,5
train,DSC_9237_3_3_5.tif,DSC_9237_3_3_5.tif,3
train,_DSC2691_2_2_3.tif,_DSC2691_2_2_3.tif,1
train,DSC_9239_1_1_3.tif,DSC_9239_1_1_3.tif,1
train,DSC_3612_1_2_3.tif,DSC_3612_1_2_3.tif,1
train,DSC_8269_1_1_3.tif,DSC_8269_1_1_3.tif,6
train,DSC_0109_2_2_5.tif,DSC_0109_2_2_5.tif,5
train,DSC_4547_2_2_3.tif,DSC_4547_2_2_3.tif,2
train,DSC_5087_1_2_4.tif,DSC_5087_1_2_4.tif,2
train,DSC_0218_2_2_3.tif,DSC_0218_2_2_3.tif,2
train,_DSC8105_1_3_3.tif,_DSC8105_1_3_3.tif,1
train,_DSC7360_1_5_6.tif,_DSC7360_1_5_6.tif,2
train,_DSC0175_3_2_5.tif,_DSC0175_3_2_5.tif,0
train,DSC_1178_2_2_4.tif,DSC_1178_2_2_4.tif,0
train,DSC_7587_1_2_1.tif,DSC_7587_1_2_1.tif,1
train,_DSC8787_2_3_5.tif,_DSC8787_2_3_5.tif,6
train,DSC_7490_2_3_1.tif,DSC_7490_2_3_1.tif,1
train,_DSC3537_2_3_1.tif,_DSC3537_2_3_1.tif,1
train,DSC_1348_3_3_5.tif,DSC_1348_3_3_5.tif,6
train,_DSC1805_1_2_6.tif,_DSC1805_1_2_6.tif,4
train,DSC_9242_3_3_6.tif,DSC_9242_3_3_6.tif,1
train,_DSC0766_3_1_5.tif,_DSC0766_3_1_5.tif,5
train,_DSC1805_3_3_1.tif,_DSC1805_3_3_1.tif,6
