scorer,basename,row,col,pos,x1,x2,y1,y2,old_score,median_score,new_score
9,DSC_4547.TIF,1,3,3,1654.0,1886.0,1124.0,1356.0,2.0,2.0,4
9,DSC_1558.tif,1,5,4,4364.0,4550.0,810.0,996.0,3.0,3.0,5
9,_DSC1648.tif,2,3,6,3401.0,3549.0,1466.0,1614.0,3.0,3.0,3
9,DSC_4392.TIF,3,3,3,2162.0,2346.0,3860.0,4044.0,4.0,4.0,6
9,DSC_6261.tif,2,3,1,2142.0,2510.0,3423.0,3791.0,6.0,5.0,6
9,DSC_9231.TIF,3,1,1,590.0,814.0,1742.0,1966.0,4.0,5.0,6
9,_DSC1647.tif,4,1,2,1216.0,1374.0,2934.0,3092.0,6.0,6.0,6
9,DSC_1558.tif,1,4,4,3387.0,3589.0,826.0,1028.0,1.0,1.0,1
9,_DSC2691.tif,3,1,5,1048.0,1326.0,3724.0,4002.0,1.0,1.0,1
9,_DSC1015.TIF,2,2,2,1180.0,1410.0,2256.0,2486.0,6.0,6.0,6
9,_DSC1646.tif,3,4,2,3900.0,4060.0,1897.0,2057.0,3.0,3.0,4
9,_DSC0175.tif,3,4,8,3484.0,3694.0,2392.0,2602.0,5.0,4.0,6
9,DSC_3617.tif,3,3,6,2508.0,2726.0,3100.0,3318.0,3.0,3.0,6
9,_DSC3537.TIF,2,3,4,2732.0,3008.0,2800.0,3076.0,2.0,2.0,3
9,DSC_7711.TIF,2,3,2,2073.0,2343.0,2330.0,2600.0,6.0,6.0,6
9,DSC_7586.TIF,2,1,3,562.0,800.0,1916.0,2154.0,4.0,3.0,4
9,_DSC1647.tif,3,1,3,1112.0,1258.0,2218.0,2364.0,5.0,5.0,6
9,DSC_3616.tif,2,3,2,1880.0,2150.0,2106.0,2376.0,3.0,1.0,1
9,DSC_7711.TIF,1,2,3,1331.0,1567.0,1612.0,1848.0,6.0,6.0,6
9,_DSC1648.tif,4,2,2,2136.0,2270.0,2828.0,2962.0,2.0,2.0,4
9,_DSC1648.tif,4,2,7,2394.0,2564.0,2791.0,2961.0,1.0,1.0,1
9,DSC_1179.tif,1,3,1,1892.0,2150.0,400.0,658.0,5.0,5.0,6
9,DSC_3613.tif,3,1,3,608.0,936.0,3459.0,3787.0,3.0,3.0,6
9,_DSC9260.tif,3,1,3,970.0,1166.0,3026.0,3222.0,2.0,2.0,4
9,_DSC1015.TIF,1,3,2,2466.0,2724.0,876.0,1134.0,4.0,4.0,6
9,_DSC9260.tif,3,2,2,1938.0,2104.0,2896.0,3062.0,4.0,4.0,5
9,_DSC9260.tif,1,3,5,3482.0,3664.0,524.0,706.0,4.0,4.0,6
9,_DSC1158.TIF,2,1,3,638.0,972.0,2256.0,2590.0,2.0,2.0,5
9,DSC_1179.tif,2,2,6,1595.0,1805.0,1584.0,1794.0,4.0,4.0,6
9,DSC_1558.tif,1,5,3,4084.0,4276.0,877.0,1069.0,4.0,4.0,5
9,_DSC1647.tif,2,2,2,1936.0,2062.0,1270.0,1396.0,5.0,4.0,5
9,_DSC1014.TIF,2,2,6,1676.0,2004.0,1756.0,2084.0,2.0,2.0,4
9,DSC_1558.tif,1,1,1,270.0,450.0,572.0,752.0,3.0,3.0,4
9,DSC_0216.TIF,2,2,1,1226.0,1420.0,2082.0,2276.0,2.0,2.0,4
9,_DSC1647.tif,2,1,1,1267.0,1375.0,1220.0,1328.0,5.0,5.0,6
9,DSC_9228_s1.TIF,1,1,5,928.0,1164.0,646.0,882.0,5.0,5.0,6
9,DSC_7494.TIF,2,3,1,1858.0,2132.0,1966.0,2240.0,3.0,3.0,5
9,_DSC7621.tif,1,3,1,1974.0,2220.0,688.0,934.0,6.0,6.0,6
9,_DSC8788.tif,1,1,3,670.0,868.0,1126.0,1324.0,1.0,1.0,2
