scorer,basename,row,col,pos,x1,x2,y1,y2,old_score,median_score,new_score
1,DSC_1351.tif,3,3,1,2166.0,2310.0,2907.0,3051.0,6.0,6.0,6
1,DSC_1180.tif,3,1,6,687.0,923.0,2798.0,3034.0,6.0,6.0,6
1,DSC_0807.tif,1,1,3,330.0,556.0,962.0,1188.0,2.0,2.0,1
1,DSC_7811.tif,2,2,4,3517.0,3815.0,2014.0,2312.0,5.0,5.0,5
1,DSC_1556.tif,1,3,3,2048.0,2260.0,680.0,892.0,2.0,2.0,2
1,DSC_1556.tif,2,5,2,3928.0,4124.0,1880.0,2076.0,4.0,4.0,4
1,DSC_1180.tif,3,3,3,2032.0,2334.0,3346.0,3648.0,4.0,4.0,4
1,_DSC7622.tif,2,2,6,1948.0,2156.0,2172.0,2380.0,6.0,6.0,6
1,DSC_1593.tif,1,4,2,3128.0,3312.0,492.0,676.0,3.0,3.0,3
1,DSC_4387.TIF,1,3,6,2386.0,2596.0,364.0,574.0,5.0,4.0,5
1,DSC_1592.tif,2,5,2,3970.0,4142.0,1870.0,2042.0,3.0,3.0,3
1,DSC_0808.tif,2,2,2,1401.0,1605.0,2024.0,2228.0,5.0,4.0,5
1,DSC_4543.TIF,1,3,6,2106.0,2336.0,692.0,922.0,6.0,4.0,5
1,_DSC2689.tif,1,1,4,1124.0,1410.0,1576.0,1862.0,1.0,1.0,0
1,DSC_1178.tif,3,3,4,2616.0,2836.0,3252.0,3472.0,4.0,5.0,5
1,DSC_1179.tif,1,3,1,1892.0,2150.0,400.0,658.0,6.0,5.0,6
1,DSC_1556.tif,1,1,4,718.0,886.0,637.0,805.0,6.0,6.0,6
1,DSC_1351.tif,3,3,3,2002.0,2278.0,3400.0,3676.0,6.0,6.0,6
1,DSC_1180.tif,3,3,1,2203.0,2389.0,2798.0,2984.0,6.0,6.0,6
1,DSC_1593.tif,2,3,2,2150.0,2344.0,1826.0,2020.0,4.0,4.0,4
1,DSC_1592.tif,2,1,6,851.0,1007.0,1672.0,1828.0,6.0,6.0,5
1,DSC_1180.tif,2,2,4,1584.0,1846.0,2170.0,2432.0,3.0,3.0,2
1,DSC_1180.tif,3,3,6,2427.0,2697.0,2764.0,3034.0,5.0,5.0,6
1,DSC_1178.tif,1,3,5,2242.0,2520.0,616.0,894.0,5.0,6.0,6
1,DSC_7585.TIF,2,1,1,650.0,894.0,1366.0,1610.0,5.0,4.0,3
1,DSC_6617.tif,1,3,5,2376.0,2578.0,920.0,1122.0,6.0,6.0,6
1,DSC_4387.TIF,1,1,5,881.0,1117.0,642.0,878.0,2.0,2.0,2
1,DSC_1351.tif,1,3,4,2232.0,2448.0,1030.0,1246.0,6.0,6.0,6
1,DSC_7710.TIF,1,2,5,1822.0,2046.0,898.0,1122.0,5.0,4.0,6
1,DSC_1179.tif,2,2,2,1206.0,1390.0,1839.0,2023.0,5.0,5.0,5
1,_DSC3042.TIF,3,1,6,1348.0,1692.0,3401.0,3745.0,3.0,3.0,2
1,DSC_0805.tif,1,3,3,1839.0,2097.0,1124.0,1382.0,4.0,4.0,3
1,DSC_0808.tif,3,3,5,2549.0,2725.0,2992.0,3168.0,6.0,6.0,6
1,DSC_0804.tif,1,3,1,2200.0,2404.0,474.0,678.0,6.0,6.0,6
1,DSC_4543.TIF,1,1,4,860.0,1090.0,1108.0,1338.0,4.0,4.0,4
1,DSC_0807.tif,1,3,2,1946.0,2150.0,977.0,1181.0,6.0,6.0,6
1,DSC_7712.TIF,3,3,1,2082.0,2418.0,3384.0,3720.0,3.0,2.0,2
1,DSC_4545.TIF,3,1,3,430.0,658.0,3677.0,3905.0,5.0,4.0,5
1,DSC_8264.tif,1,1,4,1028.0,1298.0,733.0,1003.0,2.0,2.0,2
1,DSC_1178.tif,1,3,6,2182.0,2402.0,341.0,561.0,6.0,6.0,6
1,DSC_7585.TIF,3,1,4,1146.0,1450.0,3488.0,3792.0,4.0,4.0,4
1,DSC_1592.tif,2,2,5,1615.0,1835.0,1772.0,1992.0,3.0,4.0,4
1,_DSC3042.TIF,1,3,6,2818.0,3114.0,1114.0,1410.0,5.0,5.0,6
1,DSC_1593.tif,1,3,1,2204.0,2402.0,236.0,434.0,4.0,4.0,5
1,DSC_1175.tif,2,2,6,1508.0,1754.0,1496.0,1742.0,4.0,4.0,5
1,DSC_1556.tif,1,1,5,735.0,909.0,460.0,634.0,6.0,6.0,6
1,DSC_8263.tif,3,1,3,759.0,961.0,3278.0,3480.0,5.0,5.0,4
1,DSC_1593.tif,2,5,4,4294.0,4498.0,1938.0,2142.0,3.0,3.0,3
1,DSC_4392.TIF,2,2,1,1486.0,1676.0,1936.0,2126.0,5.0,5.0,6
1,DSC_1179.tif,1,1,4,970.0,1146.0,890.0,1066.0,6.0,5.0,6
1,DSC_7710.TIF,2,1,3,725.0,937.0,2376.0,2588.0,6.0,5.0,6
1,DSC_1180.tif,3,3,2,2014.0,2268.0,3025.0,3279.0,4.0,5.0,4
1,DSC_1179.tif,3,3,2,2132.0,2334.0,2950.0,3152.0,5.0,4.0,4
1,_DSC7622.tif,3,1,1,676.0,906.0,3626.0,3856.0,4.0,4.0,3
1,DSC_7710.TIF,1,2,2,1382.0,1602.0,936.0,1156.0,5.0,4.0,5
1,DSC_1556.tif,1,2,6,1486.0,1616.0,326.0,456.0,6.0,6.0,6
1,DSC_4392.TIF,1,3,2,2097.0,2313.0,942.0,1158.0,6.0,6.0,6
