scorer,basename,row,col,pos,x1,x2,y1,y2,old_score,median_score,new_score
6,DSC_0207.TIF,3,1,3,554.0,836.0,4026.0,4308.0,5.0,6.0,6
6,_DSC3535.TIF,2,3,3,1952.0,2372.0,2770.0,3190.0,1.0,3.0,1
6,DSC_3616.tif,2,1,2,574.0,858.0,1956.0,2240.0,1.0,1.0,1
6,DSC_8268.tif,2,2,6,1634.0,1802.0,1723.0,1891.0,5.0,5.0,6
6,DSC_9242.TIF,3,1,4,1206.0,1452.0,2307.0,2553.0,5.0,4.0,4
6,DSC_3617.tif,3,3,6,2508.0,2726.0,3100.0,3318.0,3.0,3.0,4
6,_DSC2692.tif,1,1,6,935.0,1161.0,798.0,1024.0,3.0,3.0,2
6,DSC_1558.tif,1,3,1,2104.0,2268.0,526.0,690.0,5.0,5.0,6
6,_DSC1805.tif,2,1,2,1358.0,1490.0,1253.0,1385.0,6.0,6.0,6
6,_DSC1805.tif,1,3,7,3100.0,3240.0,410.0,550.0,5.0,5.0,5
6,DSC_9238.TIF,1,1,1,542.0,832.0,253.0,543.0,4.0,4.0,5
6,DSC_9227_s2.TIF,1,1,4,1016.0,1254.0,1042.0,1280.0,6.0,5.0,6
6,_DSC0170.tif,1,4,5,4310.0,4480.0,1084.0,1254.0,6.0,5.0,5
6,_DSC0766.tif,3,3,5,2876.0,3124.0,4289.0,4537.0,3.0,4.0,3
6,DSC_3617.tif,3,1,4,1378.0,1648.0,3656.0,3926.0,2.0,2.0,4
6,_DSC9259.tif,1,1,1,1335.0,1557.0,284.0,506.0,2.0,3.0,2
6,DSC_9239.TIF,1,1,3,425.0,707.0,912.0,1194.0,1.0,1.0,4
6,DSC_7709.TIF,2,3,6,2360.0,2622.0,1792.0,2054.0,1.0,1.0,1
6,_DSC9857.tif,1,3,3,3145.0,3409.0,1646.0,1910.0,1.0,1.0,1
6,DSC_4393.TIF,3,3,1,2202.0,2392.0,3254.0,3444.0,5.0,4.0,5
6,_DSC1159.TIF,2,3,6,2781.0,3049.0,1656.0,1924.0,2.0,3.0,2
6,_DSC0170.tif,1,4,8,4231.0,4349.0,624.0,742.0,5.0,5.0,5
6,DSC_4542.TIF,1,3,1,1980.0,2150.0,396.0,566.0,4.0,4.0,4
6,DSC_9238.TIF,3,1,5,1212.0,1458.0,1971.0,2217.0,1.0,3.0,2
6,_DSC1646.tif,2,3,2,2945.0,3123.0,1074.0,1252.0,4.0,4.0,4
6,_DSC1805.tif,3,2,3,2246.0,2364.0,2224.0,2342.0,6.0,6.0,6
6,DSC_9238.TIF,3,3,4,3702.0,3992.0,2347.0,2637.0,4.0,4.0,4
6,_DSC8786.tif,2,2,4,1905.0,2159.0,2766.0,3020.0,1.0,1.0,1
6,DSC_4394.TIF,1,3,5,2637.0,2819.0,794.0,976.0,5.0,5.0,5
6,DSC_1558.tif,1,4,4,3387.0,3589.0,826.0,1028.0,1.0,1.0,1
6,DSC_6618.tif,1,3,4,2440.0,2678.0,1176.0,1414.0,5.0,4.0,5
6,DSC_4542.TIF,1,1,1,443.0,655.0,388.0,600.0,4.0,4.0,5
6,_DSC3538.TIF,1,2,1,1411.0,1687.0,590.0,866.0,1.0,1.0,2
6,_DSC1805.tif,3,1,4,1521.0,1643.0,2418.0,2540.0,6.0,6.0,6
6,DSC_4394.TIF,3,1,5,928.0,1124.0,2989.0,3185.0,5.0,5.0,6
6,_DSC1805.tif,2,1,4,1423.0,1567.0,1592.0,1736.0,5.0,5.0,5
6,_DSC9857.tif,1,1,4,804.0,1064.0,1677.0,1937.0,2.0,2.0,1
6,_DSC1159.TIF,1,2,5,2298.0,2622.0,652.0,976.0,,1.0,1
6,_DSC1805.tif,2,2,5,2368.0,2518.0,1570.0,1720.0,6.0,6.0,6
6,DSC_9227_s2.TIF,3,1,3,676.0,976.0,3612.0,3912.0,3.0,3.0,3
6,_DSC8785.tif,2,1,8,1106.0,1358.0,1972.0,2224.0,3.0,3.0,3
6,_DSC1805.tif,4,1,6,1808.0,1924.0,3118.0,3234.0,6.0,6.0,6
6,DSC_0103.TIF,3,3,4,2536.0,2794.0,3670.0,3928.0,4.0,3.0,4
6,_DSC1805.tif,1,4,2,3650.0,3782.0,443.0,575.0,3.0,2.0,2
6,_DSC1159.TIF,1,2,3,1646.0,1924.0,913.0,1191.0,1.0,1.0,1
6,DSC_9242.TIF,2,2,1,2032.0,2306.0,795.0,1069.0,4.0,4.0,4
6,DSC_2870.tif,1,3,5,2616.0,2896.0,475.0,755.0,0.0,1.0,1
6,_DSC1805.tif,3,2,2,2228.0,2360.0,2103.0,2235.0,4.0,3.0,4
6,_DSC0771.tif,3,1,1,834.0,1102.0,3670.0,3938.0,3.0,3.0,3
6,DSC_7713.TIF,3,3,6,2539.0,2813.0,3296.0,3570.0,1.0,1.0,2
6,DSC_1558.tif,1,5,5,4350.0,4548.0,556.0,754.0,1.0,2.0,1
6,_DSC3535.TIF,3,3,4,2832.0,3046.0,4486.0,4700.0,1.0,2.0,2
6,DSC_1558.tif,2,2,6,1410.0,1578.0,1762.0,1930.0,5.0,5.0,6
6,DSC_1177.tif,3,1,2,338.0,548.0,3003.0,3213.0,4.0,4.0,5
6,_DSC3538.TIF,2,3,1,2292.0,2530.0,1864.0,2102.0,6.0,5.0,4
6,_DSC9857.tif,1,1,2,208.0,480.0,1494.0,1766.0,3.0,3.0,2
6,_DSC1646.tif,4,3,6,3345.0,3485.0,3002.0,3142.0,4.0,4.0,3
6,_DSC3041.TIF,2,1,1,1001.0,1237.0,2084.0,2320.0,1.0,1.0,1
6,DSC_8268.tif,2,2,1,1360.0,1570.0,1760.0,1970.0,6.0,5.0,6
6,DSC_0806.tif,3,3,6,2259.0,2441.0,2824.0,3006.0,3.0,3.0,3
6,DSC_0803.tif,3,1,2,528.0,814.0,3165.0,3451.0,3.0,3.0,3
6,DSC_2397.tif,1,3,1,2047.0,2265.0,548.0,766.0,5.0,5.0,5
6,DSC_5088.TIF,2,1,5,1274.0,1654.0,1748.0,2128.0,3.0,3.0,3
6,DSC_0112.TIF,2,2,5,1686.0,2010.0,2024.0,2348.0,3.0,3.0,3
6,DSC_5088.TIF,2,1,1,873.0,1075.0,1568.0,1770.0,5.0,5.0,5
