index,Path,MD5Hash,count,basename,scorer1,scorer2,scorer3
115,/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/maidement-et-al-2023_cell-death-assays/SNKEKE_F/rep2_2018-04-27/DSC_4538.TIF,27cd327a930d41ade72a61ef210a34e7,30,DSC_4538.TIF,JoshW,JoshB,Caroline
17,/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/Juan_Marina_NKKE_eLife_2019/Figures/Section IV/Cell death assay NK AVR mutants/1/D/DSC_7586.TIF,01c3b25abcd98bcc62c3e79d9b6cc2e6,30,DSC_7586.TIF,JoshW,JoshB,Caroline
29,/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/Juan_Marina_NKKE_eLife_2019/Figures/Section IV/Cell death assay NK AVR mutants/3/D/DSC_7711.TIF,3b3b8e5cd76b69a2cfea3803b1d0d17b,30,DSC_7711.TIF,JoshW,JoshB,Caroline
63,/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/maidement-et-al-2023_cell-death-assays/PPS7P_C/rep3_2017-11-17/DSC_1348.tif,e3fe8f7789f266055c28db7a7482a793,30,DSC_1348.tif,JoshW,JoshB,Caroline
54,/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/maidement-et-al-2023_cell-death-assays/PPS7P_AE/rep2_2022-10-14/DSC_1593.tif,9be10af56a58f22c97a135d80ae42eab,60,DSC_1593.tif,Clem,JoshW,JoshB
57,/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/maidement-et-al-2023_cell-death-assays/PPS7P_C/rep1_2017-10-20/DSC_0808.tif,cc5e7f14f2e4817075dc1ce3d3077955,30,DSC_0808.tif,Clem,JoshW,JoshB
81,/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/maidement-et-al-2023_cell-death-assays/PPS7S/rep2_2018-01-19/_DSC7621.tif,46b373872c378d0ed8ef80adb08881dd,30,_DSC7621.tif,Clem,JoshW,JoshB
68,/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/maidement-et-al-2023_cell-death-assays/PPS7P_F/rep1_2018-04-13/DSC_4392.TIF,78498c78175bad0af2704a5cab267a6b,30,DSC_4392.TIF,Clem,JoshW,JoshB
66,/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/maidement-et-al-2023_cell-death-assays/PPS7P_C/rep3_2017-11-17/DSC_1351.tif,74be2f3b44ff4867cfeaed2fb1a55f67,30,DSC_1351.tif,Clem,JoshW,JoshB
38,/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/maidement-et-al-2023_cell-death-assays/D224/rep3_2018-02-02/DSC_2827.TIF,67355e2d696891576e1cea53d06fc60e,30,DSC_2827.TIF,Clem,JoshW,JoshB
85,/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/maidement-et-al-2023_cell-death-assays/S258E/rep1_2018-06-08/_DSC2689.tif,b147a07d1fb2b5c96f89d1c8f318215a,30,_DSC2689.tif,Clem,JoshW,JoshB
45,/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/maidement-et-al-2023_cell-death-assays/Ploop_MHD/rep2_2019-05-08/DSC_2452.tif,948e8a137d0b3c55e2071af001101c9c,30,DSC_2452.tif,Clem,JoshW,JoshB
61,/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/maidement-et-al-2023_cell-death-assays/PPS7P_C/rep2_2017-11-10/DSC_1179.tif,1cb6a633dac77b905fbdbbb11676f6c7,30,DSC_1179.tif,Clem,JoshW,JoshB
56,/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/maidement-et-al-2023_cell-death-assays/PPS7P_C/rep1_2017-10-20/DSC_0807.tif,521e6fc80b26f046aa0358cfca8aa191,30,DSC_0807.tif,Clem,JoshW,JoshB
35,/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/maidement-et-al-2023_cell-death-assays/D224/rep1_2018-01-19/_DSC7624.tif,d707a38bb83707bedd45a181a863b746,30,_DSC7624.tif,Clem,JoshW,JoshB
19,/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/Juan_Marina_NKKE_eLife_2019/Figures/Section IV/Cell death assay NK AVR mutants/1/E/DSC_7588.TIF,5057a14c643348a9c67750e57cc3da95,30,DSC_7588.TIF,Clem,JoshW,JoshB
93,/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/maidement-et-al-2023_cell-death-assays/S258E/rep3_2018-07-14/DSC_6617.tif,87875db6d50ad4ba964c75b84ad82c1f,30,DSC_6617.tif,Clem,JoshW,JoshB
114,/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/maidement-et-al-2023_cell-death-assays/SNKEKE_F/rep1_2018-04-13/DSC_4390.TIF,c20513bd8367fb8caad4560489b25edb,30,DSC_4390.TIF,Clem,JoshW,JoshB
105,/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/maidement-et-al-2023_cell-death-assays/SNKEKE_C/rep2_2017-11-10/DSC_1175.tif,c59d21bc713928e1ebdeb089f2326400,30,DSC_1175.tif,Mark,Clem,JoshW
15,/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/Juan_Marina_NKKE_eLife_2019/Figures/Section IV/Cell death assay NK AVR mutants/1/A/DSC_7584.TIF,b07f347392b95e9aba3e80fda53e04a0,30,DSC_7584.TIF,Mark,Clem,JoshW
100,/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/maidement-et-al-2023_cell-death-assays/SNKEKE_C/rep1_2017-10-20/DSC_0804.tif,c6007c02c7a075398903c901856609e9,30,DSC_0804.tif,Mark,Clem,JoshW
101,/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/maidement-et-al-2023_cell-death-assays/SNKEKE_C/rep1_2017-10-20/DSC_0805.tif,85027076de635850d81a9cdf909a0496,30,DSC_0805.tif,Mark,Clem,JoshW
97,/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/maidement-et-al-2023_cell-death-assays/SNKEKE_AE/rep2_2022-10-14/DSC_1592.tif,48b35de3777c0f7346992744c45ab741,60,DSC_1592.tif,Mark,Clem,JoshW
77,/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/maidement-et-al-2023_cell-death-assays/PPS7P_F/rep3_2018-09-19/DSC_8269.tif,5396ac58a9dd73ffe88a40df0acdeb21,30,DSC_8269.tif,Mark,Clem,JoshW
33,/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/Juan_Marina_NKKE_eLife_2019/Figures/Section IV/Cell death assay NK AVR mutants/NK E53/DSC_7811.tif,518e1acb291f5c229fd4b56c6b5f5eef,16,DSC_7811.tif,Mark,Clem,JoshW
72,/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/maidement-et-al-2023_cell-death-assays/PPS7P_F/rep2_2018-04-27/DSC_4543.TIF,0e61a29305dbc8ea7c2ae1b88673a805,30,DSC_4543.TIF,Mark,Clem,JoshW
53,/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/maidement-et-al-2023_cell-death-assays/PPS7P_AE/rep1_2022-10-07/DSC_1556.tif,7e79cc140f3ad9a6c4feef567f074680,60,DSC_1556.tif,Mark,Clem,JoshW
2,/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/Juan_Marina_NKKE_eLife_2019/Figures/Section I/Figure/Cell death assay WT NK AVR alleles/Cell death/1/_DSC3042.TIF,7fa053901b7752b5d1ea594ff6c667a6,30,_DSC3042.TIF,Mark,Clem,JoshW
21,/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/Juan_Marina_NKKE_eLife_2019/Figures/Section IV/Cell death assay NK AVR mutants/2/A/DSC_7490.TIF,43bea3eba2b71d01fa3e9eaa1414d7a6,30,DSC_7490.TIF,Mark,Clem,JoshW
28,/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/Juan_Marina_NKKE_eLife_2019/Figures/Section IV/Cell death assay NK AVR mutants/3/D/DSC_7710.TIF,efa2d7a4373c6c8c447cc1366f63a336,30,DSC_7710.TIF,Mark,Clem,JoshW
58,/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/maidement-et-al-2023_cell-death-assays/PPS7P_C/rep1_2017-10-20/DSC_0810.tif,5051de57cb33c61689fe27a59ac1718d,30,DSC_0810.tif,Mark,Clem,JoshW
52,/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/maidement-et-al-2023_cell-death-assays/Ploop_MHD/rep3_2019-05-22/DSC_2871.tif,24747672b003bae6cfd1746f216e1aeb,8,DSC_2871.tif,Emma,Mark,Clem
120,/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/maidement-et-al-2023_cell-death-assays/SNKEKE_F/rep3_2018-09-19/DSC_8264.tif,4c928b4c61bab02cc7323cadd9d7ab9c,30,DSC_8264.tif,Emma,Mark,Clem
60,/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/maidement-et-al-2023_cell-death-assays/PPS7P_C/rep2_2017-11-10/DSC_1178.tif,3f1621b402e42739eca4455f07dfbb99,30,DSC_1178.tif,Emma,Mark,Clem
119,/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/maidement-et-al-2023_cell-death-assays/SNKEKE_F/rep3_2018-09-19/DSC_8263.tif,016255a8aa74349e53573415a7a4d0ee,30,DSC_8263.tif,Emma,Mark,Clem
82,/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/maidement-et-al-2023_cell-death-assays/PPS7S/rep2_2018-01-19/_DSC7622.tif,152d28715c6f1ad66102280979d39e8c,30,_DSC7622.tif,Emma,Mark,Clem
16,/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/Juan_Marina_NKKE_eLife_2019/Figures/Section IV/Cell death assay NK AVR mutants/1/D/DSC_7585.TIF,9ec9186417445794c90b2129706b5047,30,DSC_7585.TIF,Emma,Mark,Clem
65,/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/maidement-et-al-2023_cell-death-assays/PPS7P_C/rep3_2017-11-17/DSC_1350.tif,ce2d8b9a15061c7e44737c1edfa03f02,30,DSC_1350.tif,Emma,Mark,Clem
111,/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/maidement-et-al-2023_cell-death-assays/SNKEKE_F/rep1_2018-04-13/DSC_4387.TIF,c8dd074fc084e4a9e1f47f6bddf9831f,30,DSC_4387.TIF,Emma,Mark,Clem
122,/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/maidement-et-al-2023_cell-death-assays/SNKEKE_F/rep3_2018-09-19/DSC_8266.tif,00c009959e0ba866cbe40c72b5ee1956,30,DSC_8266.tif,Emma,Mark,Clem
73,/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/maidement-et-al-2023_cell-death-assays/PPS7P_F/rep2_2018-04-27/DSC_4545.TIF,52ff85bfa9dbcb960e73dbac6eb0c608,30,DSC_4545.TIF,Emma,Mark,Clem
62,/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/maidement-et-al-2023_cell-death-assays/PPS7P_C/rep2_2017-11-10/DSC_1180.tif,645a9f29760bce21c643f7fec90b1d13,30,DSC_1180.tif,Emma,Mark,Clem
30,/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/Juan_Marina_NKKE_eLife_2019/Figures/Section IV/Cell death assay NK AVR mutants/3/E/DSC_7712.TIF,5670f8a566f8d25d233d38083b74c901,30,DSC_7712.TIF,Emma,Mark,Clem
116,/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/maidement-et-al-2023_cell-death-assays/SNKEKE_F/rep2_2018-04-27/DSC_4539.TIF,a15a92c5781679bc1cf278a05a87344d,30,DSC_4539.TIF,Emma,Mark,Clem
64,/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/maidement-et-al-2023_cell-death-assays/PPS7P_C/rep3_2017-11-17/DSC_1349.tif,fe412925a21d28100cbb226da6a0c1c0,30,DSC_1349.tif,Emma,Mark,Clem
10,/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/Juan_Marina_NKKE_eLife_2019/Figures/Section I/Figure/Cell death assay WT NK AVR alleles/Cell death/3/DSC_5086.TIF,ef4b10341f42190e324e3108ecfc1a5f,30,DSC_5086.TIF,Emma,Mark,Clem
118,/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/maidement-et-al-2023_cell-death-assays/SNKEKE_F/rep2_2018-04-27/DSC_4541.TIF,75b4e4e005152ae22caf7e547c770fcd,30,DSC_4541.TIF,Yuxuan,Emma,Mark
92,/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/maidement-et-al-2023_cell-death-assays/S258E/rep2_2018-07-06/DSC_6340.tif,ae4378a35790d6720c9030bdc86a9b9d,30,DSC_6340.tif,Yuxuan,Emma,Mark
3,/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/Juan_Marina_NKKE_eLife_2019/Figures/Section I/Figure/Cell death assay WT NK AVR alleles/Cell death/1/_DSC3043.TIF,50f2176a5aac7ab080b11e8031b4771b,36,_DSC3043.TIF,Yuxuan,Emma,Mark
78,/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/maidement-et-al-2023_cell-death-assays/PPS7P_F/rep3_2018-09-19/DSC_8270.tif,388b2adbc453428ca9603465198d5d71,30,DSC_8270.tif,Yuxuan,Emma,Mark
89,/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/maidement-et-al-2023_cell-death-assays/S258E/rep2_2018-07-06/DSC_6337.tif,1d48dcd8afc0fb2baba9478a249f03c1,30,DSC_6337.tif,Yuxuan,Emma,Mark
40,/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/maidement-et-al-2023_cell-death-assays/Ploop_MHD/rep1_2019-05-03/DSC_2394.tif,e6bccfe1c2fb56c06cdd6e26c899c7f3,30,DSC_2394.tif,Yuxuan,Emma,Mark
4,/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/Juan_Marina_NKKE_eLife_2019/Figures/Section I/Figure/Cell death assay WT NK AVR alleles/Cell death/1/_DSC3044.TIF,492763f9a285ab68bbdd73b948108e02,30,_DSC3044.TIF,Yuxuan,Emma,Mark
109,/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/maidement-et-al-2023_cell-death-assays/SNKEKE_C/rep3_2017-11-17/DSC_1346.tif,30685cc353ca5b439a1f0bd2cf048f2d,30,DSC_1346.tif,Yuxuan,Emma,Mark
106,/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/maidement-et-al-2023_cell-death-assays/SNKEKE_C/rep2_2017-11-10/DSC_1176.tif,6446c6874d3fb3676d134ef6a1df73e6,30,DSC_1176.tif,Yuxuan,Emma,Mark
42,/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/maidement-et-al-2023_cell-death-assays/Ploop_MHD/rep1_2019-05-03/DSC_2396.tif,0e607cb8c504cc26568d2f775f9d6a9e,30,DSC_2396.tif,Yuxuan,Emma,Mark
112,/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/maidement-et-al-2023_cell-death-assays/SNKEKE_F/rep1_2018-04-13/DSC_4388.TIF,7be91f0ebe3d74b9161e39ab1298b19d,30,DSC_4388.TIF,Yuxuan,Emma,Mark
46,/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/maidement-et-al-2023_cell-death-assays/Ploop_MHD/rep2_2019-05-08/DSC_2453.tif,7b783340879ea65b49c6e7ce2da1996d,30,DSC_2453.tif,Yuxuan,Emma,Mark
84,/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/maidement-et-al-2023_cell-death-assays/PPS7S/rep3_2018-01-26/_DSC8104.tif,fe6cb94f3e383d5a1c403b2fddffcb54,30,_DSC8104.tif,Yuxuan,Emma,Mark
24,/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/Juan_Marina_NKKE_eLife_2019/Figures/Section IV/Cell death assay NK AVR mutants/2/E/DSC_7493.TIF,5b535ac486ef2928cbbff1b0795b0134,30,DSC_7493.TIF,Yuxuan,Emma,Mark
0,/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/Juan_Marina_NKKE_eLife_2019/Figures/Section I/Figure/Cell death assay WT NK AVR alleles/Cell death/1/_DSC3040.TIF,608d937ff7f382c777b913ea171c9116,36,_DSC3040.TIF,Indira,Yuxuan,Emma
34,/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/maidement-et-al-2023_cell-death-assays/D224/rep1_2018-01-19/_DSC7623.tif,f1069980da1297287e2a5e2762d25338,30,_DSC7623.tif,Indira,Yuxuan,Emma
6,/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/Juan_Marina_NKKE_eLife_2019/Figures/Section I/Figure/Cell death assay WT NK AVR alleles/Cell death/2/_DSC3536.TIF,fcf2de48684618d3f7c9b0fc482a5c79,30,_DSC3536.TIF,Indira,Yuxuan,Emma
95,/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/maidement-et-al-2023_cell-death-assays/S258E/rep3_2018-07-14/DSC_6619.tif,e5e98c6f19ed1020de046fb023499444,30,DSC_6619.tif,Indira,Yuxuan,Emma
98,/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/maidement-et-al-2023_cell-death-assays/SNKEKE_AE/rep3_2022-10-21/_DSC7360.tif,1ca0b015834556150ebeb990dbe5ea98,60,_DSC7360.tif,Indira,Yuxuan,Emma
44,/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/maidement-et-al-2023_cell-death-assays/Ploop_MHD/rep2_2019-05-08/DSC_2451.tif,78776db26dba4480a5cdc9d1f933caf3,30,DSC_2451.tif,Indira,Yuxuan,Emma
13,/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/Juan_Marina_NKKE_eLife_2019/Figures/Section I/Figure/Cell death assay WT NK AVR alleles/Cell death/Leaves for figure/DSC_8534.tif,933ffa11771f67da16ddfa827b7612c6,20,DSC_8534.tif,Indira,Yuxuan,Emma
121,/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/maidement-et-al-2023_cell-death-assays/SNKEKE_F/rep3_2018-09-19/DSC_8265.tif,5ffcba56c82d07ef90f6f75f180c4957,30,DSC_8265.tif,Indira,Yuxuan,Emma
117,/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/maidement-et-al-2023_cell-death-assays/SNKEKE_F/rep2_2018-04-27/DSC_4540.TIF,5250437b4e88c08186450663abf07a0a,30,DSC_4540.TIF,Indira,Yuxuan,Emma
49,/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/maidement-et-al-2023_cell-death-assays/Ploop_MHD/rep3_2019-05-22/DSC_2868.tif,f4c0297dbb2ae4f49ca502bb62ed15f2,30,DSC_2868.tif,Indira,Yuxuan,Emma
113,/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/maidement-et-al-2023_cell-death-assays/SNKEKE_F/rep1_2018-04-13/DSC_4389.TIF,d63dfe9e2b9acab8793ae6e814678a38,30,DSC_4389.TIF,Indira,Yuxuan,Emma
103,/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/maidement-et-al-2023_cell-death-assays/SNKEKE_C/rep2_2017-11-10/DSC_1173.tif,d37dc0c473e33e14b4264e04ed20e6ee,30,DSC_1173.tif,Indira,Yuxuan,Emma
75,/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/maidement-et-al-2023_cell-death-assays/PPS7P_F/rep3_2018-09-19/DSC_8267.tif,0f591bb381cdb909689b7cdc55b9557d,30,DSC_8267.tif,Indira,Yuxuan,Emma
110,/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/maidement-et-al-2023_cell-death-assays/SNKEKE_C/rep3_2017-11-17/DSC_1347.tif,ac6233228688f8c90990592dacf7968a,30,DSC_1347.tif,Indira,Yuxuan,Emma
102,/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/maidement-et-al-2023_cell-death-assays/SNKEKE_C/rep1_2017-10-20/DSC_0806.tif,31e42ea54d1eaece0a0f6bebd4302fca,30,DSC_0806.tif,Raf,Indira,Yuxuan
27,/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/Juan_Marina_NKKE_eLife_2019/Figures/Section IV/Cell death assay NK AVR mutants/3/A/DSC_7709.TIF,7c20b581beb1d962cfa72eeb5f870a0f,30,DSC_7709.TIF,Raf,Indira,Yuxuan
76,/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/maidement-et-al-2023_cell-death-assays/PPS7P_F/rep3_2018-09-19/DSC_8268.tif,1e2a22b24ed1b5809a7d0450d7e61c19,30,DSC_8268.tif,Raf,Indira,Yuxuan
88,/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/maidement-et-al-2023_cell-death-assays/S258E/rep1_2018-06-08/_DSC2692.tif,4db770fba996a6d2ca68ef77e513545f,30,_DSC2692.tif,Raf,Indira,Yuxuan
5,/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/Juan_Marina_NKKE_eLife_2019/Figures/Section I/Figure/Cell death assay WT NK AVR alleles/Cell death/2/_DSC3535.TIF,b407f9d8d5891ef925e529461d76ed93,30,_DSC3535.TIF,Raf,Indira,Yuxuan
22,/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/Juan_Marina_NKKE_eLife_2019/Figures/Section IV/Cell death assay NK AVR mutants/2/D/DSC_7491.TIF,768b3a4e917e71dd8f14b38ceea056ee,30,DSC_7491.TIF,Raf,Indira,Yuxuan
31,/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/Juan_Marina_NKKE_eLife_2019/Figures/Section IV/Cell death assay NK AVR mutants/3/E/DSC_7713.TIF,8542936854c3a82d3a50c73cd599d774,30,DSC_7713.TIF,Raf,Indira,Yuxuan
14,/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/Juan_Marina_NKKE_eLife_2019/Figures/Section IV/Cell death assay NK AVR mutants/1/A/DSC_7583.TIF,25fe6580d1743c343869e56f1dd5576b,30,DSC_7583.TIF,Raf,Indira,Yuxuan
69,/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/maidement-et-al-2023_cell-death-assays/PPS7P_F/rep1_2018-04-13/DSC_4393.TIF,474f2ed9474236603910cd548d52e985,30,DSC_4393.TIF,Raf,Indira,Yuxuan
11,/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/Juan_Marina_NKKE_eLife_2019/Figures/Section I/Figure/Cell death assay WT NK AVR alleles/Cell death/3/DSC_5087.TIF,3fffa7c6d3cf7f2958801c64ce55c476,30,DSC_5087.TIF,Raf,Indira,Yuxuan
79,/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/maidement-et-al-2023_cell-death-assays/PPS7S/rep1_2017-08-11/DSC_9227_s2.TIF,3574e53decb490ff7e6555cbcb282e67,30,DSC_9227_s2.TIF,Raf,Indira,Yuxuan
67,/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/maidement-et-al-2023_cell-death-assays/PPS7P_F/rep1_2018-04-13/DSC_4391.TIF,2739323ac578efb3c42efe1e9de4314c,30,DSC_4391.TIF,Raf,Indira,Yuxuan
1,/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/Juan_Marina_NKKE_eLife_2019/Figures/Section I/Figure/Cell death assay WT NK AVR alleles/Cell death/1/_DSC3041.TIF,cc1a102d7ad4a101158a1c1e2b0b52d1,36,_DSC3041.TIF,Raf,Indira,Yuxuan
86,/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/maidement-et-al-2023_cell-death-assays/S258E/rep1_2018-06-08/_DSC2690.tif,d6db25dc0915a197897c3459ceb5f826,30,_DSC2690.tif,Raf,Indira,Yuxuan
70,/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/maidement-et-al-2023_cell-death-assays/PPS7P_F/rep1_2018-04-13/DSC_4394.TIF,f868af3e8d6953ad02f37960a8f941c7,30,DSC_4394.TIF,Caroline,Raf,Indira
104,/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/maidement-et-al-2023_cell-death-assays/SNKEKE_C/rep2_2017-11-10/DSC_1174.tif,3c3751840378f4142f3233b77ccf8b07,30,DSC_1174.tif,Caroline,Raf,Indira
83,/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/maidement-et-al-2023_cell-death-assays/PPS7S/rep3_2018-01-26/_DSC8103.tif,d7b08f768d0c1a7e9d93a1811b3aaa5c,30,_DSC8103.tif,Caroline,Raf,Indira
8,/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/Juan_Marina_NKKE_eLife_2019/Figures/Section I/Figure/Cell death assay WT NK AVR alleles/Cell death/2/_DSC3538.TIF,e638e00a5d4f830be39b516b61d7fe88,30,_DSC3538.TIF,Caroline,Raf,Indira
